,elevation,flight,iteration,band,accuracy
987,400.0,noon,5.0,RGB,0.324
988,50.0,pre-sunset,5.0,RGB,0.705
989,100.0,pre-sunset,5.0,RGB,0.949
990,150.0,pre-sunset,5.0,RGB,0.999
991,200.0,pre-sunset,5.0,RGB,0.836
992,250.0,pre-sunset,5.0,RGB,0.654
993,300.0,pre-sunset,5.0,RGB,0.682
994,350.0,pre-sunset,5.0,RGB,0.582
995,400.0,pre-sunset,5.0,RGB,0.466
996,50.0,post-sunset,5.0,RGB,0.821
997,100.0,post-sunset,5.0,RGB,0.861
998,150.0,post-sunset,5.0,RGB,0.63
999,200.0,post-sunset,5.0,RGB,0.169
1000,250.0,post-sunset,5.0,RGB,0.426
1001,300.0,post-sunset,5.0,RGB,0.24
1002,350.0,post-sunset,5.0,RGB,0.0
1003,400.0,post-sunset,5.0,RGB,0.086
1004,,,,RGB,
1005,50.0,pre-sunrise,1.0,LWIR,0.0
1006,100.0,pre-sunrise,1.0,LWIR,1.0
1007,150.0,pre-sunrise,1.0,LWIR,1.0
1008,200.0,pre-sunrise,1.0,LWIR,0.279
1009,250.0,pre-sunrise,1.0,LWIR,0.0
1010,300.0,pre-sunrise,1.0,LWIR,0.0
1011,350.0,pre-sunrise,1.0,LWIR,0.0
1012,400.0,pre-sunrise,1.0,LWIR,0.0
1013,50.0,post-sunrise,1.0,LWIR,0.672
1014,100.0,post-sunrise,1.0,LWIR,0.0
1015,150.0,post-sunrise,1.0,LWIR,0.058
1016,200.0,post-sunrise,1.0,LWIR,0.4
1017,250.0,post-sunrise,1.0,LWIR,0.0
1018,300.0,post-sunrise,1.0,LWIR,0.0
1019,350.0,post-sunrise,1.0,LWIR,0.0
1020,400.0,post-sunrise,1.0,LWIR,0.0
1021,50.0,noon,1.0,LWIR,0.444
1022,100.0,noon,1.0,LWIR,0.704
1023,150.0,noon,1.0,LWIR,0.728
1024,200.0,noon,1.0,LWIR,0.809
1025,250.0,noon,1.0,LWIR,0.338
1026,300.0,noon,1.0,LWIR,0.161
1027,350.0,noon,1.0,LWIR,0.311
1028,400.0,noon,1.0,LWIR,0.11
1029,50.0,pre-sunset,1.0,LWIR,0.755
1030,100.0,pre-sunset,1.0,LWIR,0.88
1031,150.0,pre-sunset,1.0,LWIR,0.773
1032,200.0,pre-sunset,1.0,LWIR,0.658
1033,250.0,pre-sunset,1.0,LWIR,0.299
1034,300.0,pre-sunset,1.0,LWIR,0.467
1035,350.0,pre-sunset,1.0,LWIR,0.36
1036,400.0,pre-sunset,1.0,LWIR,0.17
1037,50.0,post-sunset,1.0,LWIR,0.168
1038,100.0,post-sunset,1.0,LWIR,1.0
1039,150.0,post-sunset,1.0,LWIR,0.671
1040,200.0,post-sunset,1.0,LWIR,0.695
1041,250.0,post-sunset,1.0,LWIR,0.445
1042,300.0,post-sunset,1.0,LWIR,0.491
1043,350.0,post-sunset,1.0,LWIR,0.418
1044,400.0,post-sunset,1.0,LWIR,0.364
1045,50.0,pre-sunrise,2.0,LWIR,0.0
1046,100.0,pre-sunrise,2.0,LWIR,0.605
1047,150.0,pre-sunrise,2.0,LWIR,0.998
1048,200.0,pre-sunrise,2.0,LWIR,0.434
1049,250.0,pre-sunrise,2.0,LWIR,0.0
1050,300.0,pre-sunrise,2.0,LWIR,0.0
1051,350.0,pre-sunrise,2.0,LWIR,0.055
1052,400.0,pre-sunrise,2.0,LWIR,0.0
1053,50.0,post-sunrise,2.0,LWIR,0.0
1054,100.0,post-sunrise,2.0,LWIR,0.057
1055,150.0,post-sunrise,2.0,LWIR,0.338
1056,200.0,post-sunrise,2.0,LWIR,0.576
1057,250.0,post-sunrise,2.0,LWIR,0.338
1058,300.0,post-sunrise,2.0,LWIR,0.0
1059,350.0,post-sunrise,2.0,LWIR,0.0
1060,400.0,post-sunrise,2.0,LWIR,0.0
1061,50.0,noon,2.0,LWIR,0.444
1062,100.0,noon,2.0,LWIR,0.67
1063,150.0,noon,2.0,LWIR,0.728
1064,200.0,noon,2.0,LWIR,0.809
1065,250.0,noon,2.0,LWIR,0.381
1066,300.0,noon,2.0,LWIR,0.275
1067,350.0,noon,2.0,LWIR,0.259
1068,400.0,noon,2.0,LWIR,0.154
1069,50.0,pre-sunset,2.0,LWIR,0.871
1070,100.0,pre-sunset,2.0,LWIR,0.755
1071,150.0,pre-sunset,2.0,LWIR,0.791
1072,200.0,pre-sunset,2.0,LWIR,0.719
1073,250.0,pre-sunset,2.0,LWIR,0.299
1074,300.0,pre-sunset,2.0,LWIR,0.265
1075,350.0,pre-sunset,2.0,LWIR,0.325
1076,400.0,pre-sunset,2.0,LWIR,0.191
1077,50.0,post-sunset,2.0,LWIR,0.636
1078,100.0,post-sunset,2.0,LWIR,1.0
1079,150.0,post-sunset,2.0,LWIR,0.982
1080,200.0,post-sunset,2.0,LWIR,0.695
1081,250.0,post-sunset,2.0,LWIR,0.307
1082,300.0,post-sunset,2.0,LWIR,0.272
1083,350.0,post-sunset,2.0,LWIR,0.276
1084,400.0,post-sunset,2.0,LWIR,0.41
1085,50.0,pre-sunrise,3.0,LWIR,0.672
1086,100.0,pre-sunrise,3.0,LWIR,0.752
1087,150.0,pre-sunrise,3.0,LWIR,0.338
1088,200.0,pre-sunrise,3.0,LWIR,0.431
1089,250.0,pre-sunrise,3.0,LWIR,0.0
1090,300.0,pre-sunrise,3.0,LWIR,0.0
1091,350.0,pre-sunrise,3.0,LWIR,0.039
1092,400.0,pre-sunrise,3.0,LWIR,0.0
1093,50.0,post-sunrise,3.0,LWIR,0.0
1094,100.0,post-sunrise,3.0,LWIR,0.057
1095,150.0,post-sunrise,3.0,LWIR,0.0
1096,200.0,post-sunrise,3.0,LWIR,0.576
1097,250.0,post-sunrise,3.0,LWIR,0.0
1098,300.0,post-sunrise,3.0,LWIR,0.0
1099,350.0,post-sunrise,3.0,LWIR,0.0
1100,400.0,post-sunrise,3.0,LWIR,0.0
1101,50.0,noon,3.0,LWIR,0.422
1102,100.0,noon,3.0,LWIR,0.276
1103,150.0,noon,3.0,LWIR,0.288
1104,200.0,noon,3.0,LWIR,0.769
1105,250.0,noon,3.0,LWIR,0.34
1106,300.0,noon,3.0,LWIR,0.275
1107,350.0,noon,3.0,LWIR,0.049
1108,400.0,noon,3.0,LWIR,0.474
1109,50.0,pre-sunset,3.0,LWIR,0.871
1110,100.0,pre-sunset,3.0,LWIR,0.815
1111,150.0,pre-sunset,3.0,LWIR,0.746
1112,200.0,pre-sunset,3.0,LWIR,0.814
1113,250.0,pre-sunset,3.0,LWIR,0.299
1114,300.0,pre-sunset,3.0,LWIR,0.283
1115,350.0,pre-sunset,3.0,LWIR,0.32
1116,400.0,pre-sunset,3.0,LWIR,0.204
1117,50.0,post-sunset,3.0,LWIR,0.752
1118,100.0,post-sunset,3.0,LWIR,0.862
1119,150.0,post-sunset,3.0,LWIR,0.805
1120,200.0,post-sunset,3.0,LWIR,0.417
1121,250.0,post-sunset,3.0,LWIR,0.955
1122,300.0,post-sunset,3.0,LWIR,0.272
1123,350.0,post-sunset,3.0,LWIR,0.231
1124,400.0,post-sunset,3.0,LWIR,0.231
1125,50.0,pre-sunrise,4.0,LWIR,0.0
1126,100.0,pre-sunrise,4.0,LWIR,0.0
1127,150.0,pre-sunrise,4.0,LWIR,0.338
1128,200.0,pre-sunrise,4.0,LWIR,0.431
1129,250.0,pre-sunrise,4.0,LWIR,0.0
1130,300.0,pre-sunrise,4.0,LWIR,0.0
1131,350.0,pre-sunrise,4.0,LWIR,0.0
1132,400.0,pre-sunrise,4.0,LWIR,0.0
1133,50.0,post-sunrise,4.0,LWIR,0.0
1134,100.0,post-sunrise,4.0,LWIR,0.338
1135,150.0,post-sunrise,4.0,LWIR,0.338
1136,200.0,post-sunrise,4.0,LWIR,0.0
1137,250.0,post-sunrise,4.0,LWIR,0.252
1138,300.0,post-sunrise,4.0,LWIR,0.146
1139,350.0,post-sunrise,4.0,LWIR,0.205
1140,400.0,post-sunrise,4.0,LWIR,0.0
1141,50.0,noon,4.0,LWIR,0.422
1142,100.0,noon,4.0,LWIR,0.469
1143,150.0,noon,4.0,LWIR,0.449
1144,200.0,noon,4.0,LWIR,0.388
1145,250.0,noon,4.0,LWIR,0.299
1146,300.0,noon,4.0,LWIR,0.214
1147,350.0,noon,4.0,LWIR,0.221
1148,400.0,noon,4.0,LWIR,0.474
1149,50.0,pre-sunset,4.0,LWIR,0.903
1150,100.0,pre-sunset,4.0,LWIR,0.833
1151,150.0,pre-sunset,4.0,LWIR,0.798
1152,200.0,pre-sunset,4.0,LWIR,0.731
1153,250.0,pre-sunset,4.0,LWIR,0.548
1154,300.0,pre-sunset,4.0,LWIR,0.396
1155,350.0,pre-sunset,4.0,LWIR,0.277
1156,400.0,pre-sunset,4.0,LWIR,0.229
1157,50.0,post-sunset,4.0,LWIR,0.752
1158,100.0,post-sunset,4.0,LWIR,0.838
1159,150.0,post-sunset,4.0,LWIR,0.632
1160,200.0,post-sunset,4.0,LWIR,0.417
1161,250.0,post-sunset,4.0,LWIR,0.775
1162,300.0,post-sunset,4.0,LWIR,0.252
1163,350.0,post-sunset,4.0,LWIR,0.739
1164,400.0,post-sunset,4.0,LWIR,0.338
1165,50.0,pre-sunrise,5.0,LWIR,0.0
1166,100.0,pre-sunrise,5.0,LWIR,0.505
1167,150.0,pre-sunrise,5.0,LWIR,0.058
1168,200.0,pre-sunrise,5.0,LWIR,0.0
1169,250.0,pre-sunrise,5.0,LWIR,0.0
1170,300.0,pre-sunrise,5.0,LWIR,0.0
1171,350.0,pre-sunrise,5.0,LWIR,0.057
1172,400.0,pre-sunrise,5.0,LWIR,0.0
1173,50.0,post-sunrise,5.0,LWIR,0.0
1174,100.0,post-sunrise,5.0,LWIR,0.338
1175,150.0,post-sunrise,5.0,LWIR,0.0
1176,200.0,post-sunrise,5.0,LWIR,0.252
1177,250.0,post-sunrise,5.0,LWIR,0.0
1178,300.0,post-sunrise,5.0,LWIR,0.291
1179,350.0,post-sunrise,5.0,LWIR,0.0
1180,400.0,post-sunrise,5.0,LWIR,0.0
1181,50.0,noon,5.0,LWIR,0.672
1182,100.0,noon,5.0,LWIR,0.838
1183,150.0,noon,5.0,LWIR,0.628
1184,200.0,noon,5.0,LWIR,0.409
1185,250.0,noon,5.0,LWIR,0.299
1186,300.0,noon,5.0,LWIR,0.386
1187,350.0,noon,5.0,LWIR,0.282
1188,400.0,noon,5.0,LWIR,0.022
1189,50.0,pre-sunset,5.0,LWIR,0.804
1190,100.0,pre-sunset,5.0,LWIR,0.833
1191,150.0,pre-sunset,5.0,LWIR,0.805
1192,200.0,pre-sunset,5.0,LWIR,0.778
1193,250.0,pre-sunset,5.0,LWIR,0.645
1194,300.0,pre-sunset,5.0,LWIR,0.49
1195,350.0,pre-sunset,5.0,LWIR,0.439
1196,400.0,pre-sunset,5.0,LWIR,0.291
1197,50.0,post-sunset,5.0,LWIR,1.0
1198,100.0,post-sunset,5.0,LWIR,0.947
1199,150.0,post-sunset,5.0,LWIR,0.491
1200,200.0,post-sunset,5.0,LWIR,0.343
1201,250.0,post-sunset,5.0,LWIR,0.523
1202,300.0,post-sunset,5.0,LWIR,0.252
1203,350.0,post-sunset,5.0,LWIR,0.538
1204,400.0,post-sunset,5.0,LWIR,0.181
1205,,,,LWIR,
