,elevation,flight,iteration,band,accuracy
472,350.0,pre-sunset,2.0,LWIR_IP,0.131
473,400.0,pre-sunset,2.0,LWIR_IP,0.063
474,50.0,post-sunset,2.0,LWIR_IP,0.672
475,100.0,post-sunset,2.0,LWIR_IP,1.0
476,150.0,post-sunset,2.0,LWIR_IP,0.862
477,200.0,post-sunset,2.0,LWIR_IP,0.811
478,250.0,post-sunset,2.0,LWIR_IP,0.501
479,300.0,post-sunset,2.0,LWIR_IP,0.338
480,350.0,post-sunset,2.0,LWIR_IP,0.128
481,400.0,post-sunset,2.0,LWIR_IP,0.159
482,50.0,pre-sunrise,3.0,LWIR_IP,0.672
483,100.0,pre-sunrise,3.0,LWIR_IP,0.605
484,150.0,pre-sunrise,3.0,LWIR_IP,1.0
485,200.0,pre-sunrise,3.0,LWIR_IP,0.148
486,250.0,pre-sunrise,3.0,LWIR_IP,0.0
487,300.0,pre-sunrise,3.0,LWIR_IP,0.148
488,350.0,pre-sunrise,3.0,LWIR_IP,0.0
489,400.0,pre-sunrise,3.0,LWIR_IP,0.043
490,50.0,post-sunrise,3.0,LWIR_IP,1.0
491,100.0,post-sunrise,3.0,LWIR_IP,0.672
492,150.0,post-sunrise,3.0,LWIR_IP,0.0
493,200.0,post-sunrise,3.0,LWIR_IP,0.0
494,250.0,post-sunrise,3.0,LWIR_IP,0.0
495,300.0,post-sunrise,3.0,LWIR_IP,0.095
496,350.0,post-sunrise,3.0,LWIR_IP,0.0
497,400.0,post-sunrise,3.0,LWIR_IP,0.0
498,50.0,noon,3.0,LWIR_IP,0.338
499,100.0,noon,3.0,LWIR_IP,0.55
500,150.0,noon,3.0,LWIR_IP,0.38
501,200.0,noon,3.0,LWIR_IP,0.637
502,250.0,noon,3.0,LWIR_IP,0.288
503,300.0,noon,3.0,LWIR_IP,0.199
504,350.0,noon,3.0,LWIR_IP,0.132
505,400.0,noon,3.0,LWIR_IP,0.244
506,50.0,pre-sunset,3.0,LWIR_IP,0.711
507,100.0,pre-sunset,3.0,LWIR_IP,0.862
508,150.0,pre-sunset,3.0,LWIR_IP,0.783
509,200.0,pre-sunset,3.0,LWIR_IP,0.725
510,250.0,pre-sunset,3.0,LWIR_IP,0.274
511,300.0,pre-sunset,3.0,LWIR_IP,0.23
512,350.0,pre-sunset,3.0,LWIR_IP,0.062
513,400.0,pre-sunset,3.0,LWIR_IP,0.018
514,50.0,post-sunset,3.0,LWIR_IP,0.998
515,100.0,post-sunset,3.0,LWIR_IP,1.0
516,150.0,post-sunset,3.0,LWIR_IP,0.946
517,200.0,post-sunset,3.0,LWIR_IP,0.358
518,250.0,post-sunset,3.0,LWIR_IP,0.795
519,300.0,post-sunset,3.0,LWIR_IP,0.205
520,350.0,post-sunset,3.0,LWIR_IP,0.142
521,400.0,post-sunset,3.0,LWIR_IP,0.07
522,50.0,pre-sunrise,4.0,LWIR_IP,1.0
523,100.0,pre-sunrise,4.0,LWIR_IP,0.405
524,150.0,pre-sunrise,4.0,LWIR_IP,0.198
525,200.0,pre-sunrise,4.0,LWIR_IP,0.0
526,250.0,pre-sunrise,4.0,LWIR_IP,0.0
527,300.0,pre-sunrise,4.0,LWIR_IP,0.12
528,350.0,pre-sunrise,4.0,LWIR_IP,0.0
529,400.0,pre-sunrise,4.0,LWIR_IP,0.0
530,50.0,post-sunrise,4.0,LWIR_IP,0.0
531,100.0,post-sunrise,4.0,LWIR_IP,0.338
532,150.0,post-sunrise,4.0,LWIR_IP,0.0
533,200.0,post-sunrise,4.0,LWIR_IP,0.0
534,250.0,post-sunrise,4.0,LWIR_IP,0.0
535,300.0,post-sunrise,4.0,LWIR_IP,0.148
536,350.0,post-sunrise,4.0,LWIR_IP,0.0
537,400.0,post-sunrise,4.0,LWIR_IP,0.0
538,50.0,noon,4.0,LWIR_IP,0.46
539,100.0,noon,4.0,LWIR_IP,0.605
540,150.0,noon,4.0,LWIR_IP,0.449
541,200.0,noon,4.0,LWIR_IP,0.159
542,250.0,noon,4.0,LWIR_IP,0.274
543,300.0,noon,4.0,LWIR_IP,0.199
544,350.0,noon,4.0,LWIR_IP,0.045
545,400.0,noon,4.0,LWIR_IP,0.179
546,50.0,pre-sunset,4.0,LWIR_IP,0.805
547,100.0,pre-sunset,4.0,LWIR_IP,0.755
548,150.0,pre-sunset,4.0,LWIR_IP,0.852
549,200.0,pre-sunset,4.0,LWIR_IP,0.711
550,250.0,pre-sunset,4.0,LWIR_IP,0.727
551,300.0,pre-sunset,4.0,LWIR_IP,0.249
552,350.0,pre-sunset,4.0,LWIR_IP,0.074
553,400.0,pre-sunset,4.0,LWIR_IP,0.018
554,50.0,post-sunset,4.0,LWIR_IP,0.752
555,100.0,post-sunset,4.0,LWIR_IP,0.672
556,150.0,post-sunset,4.0,LWIR_IP,0.641
557,200.0,post-sunset,4.0,LWIR_IP,0.505
558,250.0,post-sunset,4.0,LWIR_IP,0.687
559,300.0,post-sunset,4.0,LWIR_IP,0.153
560,350.0,post-sunset,4.0,LWIR_IP,0.434
561,400.0,post-sunset,4.0,LWIR_IP,0.1
562,50.0,pre-sunrise,5.0,LWIR_IP,1.0
563,100.0,pre-sunrise,5.0,LWIR_IP,0.405
564,150.0,pre-sunrise,5.0,LWIR_IP,0.338
565,200.0,pre-sunrise,5.0,LWIR_IP,0.0
566,250.0,pre-sunrise,5.0,LWIR_IP,0.0
567,300.0,pre-sunrise,5.0,LWIR_IP,0.329
568,350.0,pre-sunrise,5.0,LWIR_IP,0.06
569,400.0,pre-sunrise,5.0,LWIR_IP,0.0
570,50.0,post-sunrise,5.0,LWIR_IP,0.148
571,100.0,post-sunrise,5.0,LWIR_IP,0.505
572,150.0,post-sunrise,5.0,LWIR_IP,0.672
573,200.0,post-sunrise,5.0,LWIR_IP,0.255
574,250.0,post-sunrise,5.0,LWIR_IP,0.0
575,300.0,post-sunrise,5.0,LWIR_IP,0.0
576,350.0,post-sunrise,5.0,LWIR_IP,0.0
577,400.0,post-sunrise,5.0,LWIR_IP,0.0
578,50.0,noon,5.0,LWIR_IP,0.672
579,100.0,noon,5.0,LWIR_IP,0.605
580,150.0,noon,5.0,LWIR_IP,0.617
581,200.0,noon,5.0,LWIR_IP,0.123
582,250.0,noon,5.0,LWIR_IP,0.274
583,300.0,noon,5.0,LWIR_IP,0.1
584,350.0,noon,5.0,LWIR_IP,0.205
585,400.0,noon,5.0,LWIR_IP,0.179
586,50.0,pre-sunset,5.0,LWIR_IP,0.641
587,100.0,pre-sunset,5.0,LWIR_IP,0.949
588,150.0,pre-sunset,5.0,LWIR_IP,0.812
589,200.0,pre-sunset,5.0,LWIR_IP,0.842
590,250.0,pre-sunset,5.0,LWIR_IP,0.632
591,300.0,pre-sunset,5.0,LWIR_IP,0.312
592,350.0,pre-sunset,5.0,LWIR_IP,0.398
593,400.0,pre-sunset,5.0,LWIR_IP,0.07
594,50.0,post-sunset,5.0,LWIR_IP,1.0
595,100.0,post-sunset,5.0,LWIR_IP,0.862
596,150.0,post-sunset,5.0,LWIR_IP,0.63
597,200.0,post-sunset,5.0,LWIR_IP,0.348
598,250.0,post-sunset,5.0,LWIR_IP,0.427
599,300.0,post-sunset,5.0,LWIR_IP,0.241
600,350.0,post-sunset,5.0,LWIR_IP,0.383
601,400.0,post-sunset,5.0,LWIR_IP,0.12
602,,,,LWIR_IP,
603,50.0,pre-sunrise,1.0,RGB-LWIR,0.0
604,100.0,pre-sunrise,1.0,RGB-LWIR,1.0
605,150.0,pre-sunrise,1.0,RGB-LWIR,0.998
606,200.0,pre-sunrise,1.0,RGB-LWIR,0.073
607,250.0,pre-sunrise,1.0,RGB-LWIR,0.0793
608,300.0,pre-sunrise,1.0,RGB-LWIR,0.046
609,350.0,pre-sunrise,1.0,RGB-LWIR,0.0
610,400.0,pre-sunrise,1.0,RGB-LWIR,0.0
611,50.0,post-sunrise,1.0,RGB-LWIR,0.999
612,100.0,post-sunrise,1.0,RGB-LWIR,0.755
613,150.0,post-sunrise,1.0,RGB-LWIR,0.998
614,200.0,post-sunrise,1.0,RGB-LWIR,0.525
615,250.0,post-sunrise,1.0,RGB-LWIR,0.54
616,300.0,post-sunrise,1.0,RGB-LWIR,0.222
617,350.0,post-sunrise,1.0,RGB-LWIR,0.0
618,400.0,post-sunrise,1.0,RGB-LWIR,0.126
619,50.0,noon,1.0,RGB-LWIR,0.732
620,100.0,noon,1.0,RGB-LWIR,0.46
621,150.0,noon,1.0,RGB-LWIR,0.72
622,200.0,noon,1.0,RGB-LWIR,0.863
623,250.0,noon,1.0,RGB-LWIR,0.428
624,300.0,noon,1.0,RGB-LWIR,0.297
625,350.0,noon,1.0,RGB-LWIR,0.476
626,400.0,noon,1.0,RGB-LWIR,0.269
627,50.0,pre-sunset,1.0,RGB-LWIR,0.892
628,100.0,pre-sunset,1.0,RGB-LWIR,0.783
629,150.0,pre-sunset,1.0,RGB-LWIR,0.871
630,200.0,pre-sunset,1.0,RGB-LWIR,0.714
631,250.0,pre-sunset,1.0,RGB-LWIR,0.549
632,300.0,pre-sunset,1.0,RGB-LWIR,0.574
633,350.0,pre-sunset,1.0,RGB-LWIR,0.384
634,400.0,pre-sunset,1.0,RGB-LWIR,0.284
635,50.0,post-sunset,1.0,RGB-LWIR,0.1
636,100.0,post-sunset,1.0,RGB-LWIR,0.999
637,150.0,post-sunset,1.0,RGB-LWIR,0.503
638,200.0,post-sunset,1.0,RGB-LWIR,0.439
639,250.0,post-sunset,1.0,RGB-LWIR,0.13
640,300.0,post-sunset,1.0,RGB-LWIR,0.265
641,350.0,post-sunset,1.0,RGB-LWIR,0.281
642,400.0,post-sunset,1.0,RGB-LWIR,0.29
643,50.0,pre-sunrise,2.0,RGB-LWIR,0.0
644,100.0,pre-sunrise,2.0,RGB-LWIR,0.603
645,150.0,pre-sunrise,2.0,RGB-LWIR,0.998
646,200.0,pre-sunrise,2.0,RGB-LWIR,0.073
647,250.0,pre-sunrise,2.0,RGB-LWIR,0.05
648,300.0,pre-sunrise,2.0,RGB-LWIR,0.046
649,350.0,pre-sunrise,2.0,RGB-LWIR,0.0
650,400.0,pre-sunrise,2.0,RGB-LWIR,0.11
651,50.0,post-sunrise,2.0,RGB-LWIR,1.0
652,100.0,post-sunrise,2.0,RGB-LWIR,0.669
653,150.0,post-sunrise,2.0,RGB-LWIR,0.998
654,200.0,post-sunrise,2.0,RGB-LWIR,0.567
655,250.0,post-sunrise,2.0,RGB-LWIR,0.672
656,300.0,post-sunrise,2.0,RGB-LWIR,0.561
657,350.0,post-sunrise,2.0,RGB-LWIR,0.0
658,400.0,post-sunrise,2.0,RGB-LWIR,0.227
659,50.0,noon,2.0,RGB-LWIR,3.0
660,100.0,noon,2.0,RGB-LWIR,0.752
661,150.0,noon,2.0,RGB-LWIR,0.905
662,200.0,noon,2.0,RGB-LWIR,0.897
663,250.0,noon,2.0,RGB-LWIR,0.501
664,300.0,noon,2.0,RGB-LWIR,0.34
665,350.0,noon,2.0,RGB-LWIR,0.676
666,400.0,noon,2.0,RGB-LWIR,0.158
667,50.0,pre-sunset,2.0,RGB-LWIR,0.872
668,100.0,pre-sunset,2.0,RGB-LWIR,0.829
669,150.0,pre-sunset,2.0,RGB-LWIR,0.842
670,200.0,pre-sunset,2.0,RGB-LWIR,0.715
671,250.0,pre-sunset,2.0,RGB-LWIR,0.624
672,300.0,pre-sunset,2.0,RGB-LWIR,0.461
673,350.0,pre-sunset,2.0,RGB-LWIR,0.353
674,400.0,pre-sunset,2.0,RGB-LWIR,0.174
675,50.0,post-sunset,2.0,RGB-LWIR,0.805
676,100.0,post-sunset,2.0,RGB-LWIR,0.999
677,150.0,post-sunset,2.0,RGB-LWIR,1.0
678,200.0,post-sunset,2.0,RGB-LWIR,0.54
679,250.0,post-sunset,2.0,RGB-LWIR,0.035
680,300.0,post-sunset,2.0,RGB-LWIR,0.311
681,350.0,post-sunset,2.0,RGB-LWIR,0.26
682,400.0,post-sunset,2.0,RGB-LWIR,0.291
683,50.0,pre-sunrise,3.0,RGB-LWIR,1.0
684,100.0,pre-sunrise,3.0,RGB-LWIR,0.752
685,150.0,pre-sunrise,3.0,RGB-LWIR,0.418
686,200.0,pre-sunrise,3.0,RGB-LWIR,0.359
687,250.0,pre-sunrise,3.0,RGB-LWIR,0.0
688,300.0,pre-sunrise,3.0,RGB-LWIR,0.0
689,350.0,pre-sunrise,3.0,RGB-LWIR,0.079
690,400.0,pre-sunrise,3.0,RGB-LWIR,0.046
691,50.0,post-sunrise,3.0,RGB-LWIR,0.997
692,100.0,post-sunrise,3.0,RGB-LWIR,0.999
693,150.0,post-sunrise,3.0,RGB-LWIR,0.668
694,200.0,post-sunrise,3.0,RGB-LWIR,0.904
695,250.0,post-sunrise,3.0,RGB-LWIR,0.46
696,300.0,post-sunrise,3.0,RGB-LWIR,0.187
697,350.0,post-sunrise,3.0,RGB-LWIR,0.135
698,400.0,post-sunrise,3.0,RGB-LWIR,0.051
699,50.0,noon,3.0,RGB-LWIR,0.405
700,100.0,noon,3.0,RGB-LWIR,0.782
701,150.0,noon,3.0,RGB-LWIR,0.532
702,200.0,noon,3.0,RGB-LWIR,0.815
703,250.0,noon,3.0,RGB-LWIR,0.39
704,300.0,noon,3.0,RGB-LWIR,0.338
705,350.0,noon,3.0,RGB-LWIR,0.14
706,400.0,noon,3.0,RGB-LWIR,0.145
707,50.0,pre-sunset,3.0,RGB-LWIR,0.829
708,100.0,pre-sunset,3.0,RGB-LWIR,0.829
709,150.0,pre-sunset,3.0,RGB-LWIR,0.576
710,200.0,pre-sunset,3.0,RGB-LWIR,0.682
711,250.0,pre-sunset,3.0,RGB-LWIR,0.662
712,300.0,pre-sunset,3.0,RGB-LWIR,0.461
713,350.0,pre-sunset,3.0,RGB-LWIR,0.398
714,400.0,pre-sunset,3.0,RGB-LWIR,0.335
715,50.0,post-sunset,3.0,RGB-LWIR,0.505
716,100.0,post-sunset,3.0,RGB-LWIR,0.86
717,150.0,post-sunset,3.0,RGB-LWIR,0.504
718,200.0,post-sunset,3.0,RGB-LWIR,0.338
719,250.0,post-sunset,3.0,RGB-LWIR,0.788
720,300.0,post-sunset,3.0,RGB-LWIR,0.303
721,350.0,post-sunset,3.0,RGB-LWIR,0.15
722,400.0,post-sunset,3.0,RGB-LWIR,0.234
723,50.0,pre-sunrise,4.0,RGB-LWIR,0.5
724,100.0,pre-sunrise,4.0,RGB-LWIR,0.2
725,150.0,pre-sunrise,4.0,RGB-LWIR,0.167
726,200.0,pre-sunrise,4.0,RGB-LWIR,0.359
727,250.0,pre-sunrise,4.0,RGB-LWIR,0.0
728,300.0,pre-sunrise,4.0,RGB-LWIR,0.0
729,350.0,pre-sunrise,4.0,RGB-LWIR,0.0
730,400.0,pre-sunrise,4.0,RGB-LWIR,0.0
731,50.0,post-sunrise,4.0,RGB-LWIR,1.0
732,100.0,post-sunrise,4.0,RGB-LWIR,0.672
733,150.0,post-sunrise,4.0,RGB-LWIR,0.668
734,200.0,post-sunrise,4.0,RGB-LWIR,0.779
735,250.0,post-sunrise,4.0,RGB-LWIR,0.63
736,300.0,post-sunrise,4.0,RGB-LWIR,0.291
737,350.0,post-sunrise,4.0,RGB-LWIR,0.205
738,400.0,post-sunrise,4.0,RGB-LWIR,0.116
739,50.0,noon,4.0,RGB-LWIR,0.703
740,100.0,noon,4.0,RGB-LWIR,0.721
741,150.0,noon,4.0,RGB-LWIR,0.668
742,200.0,noon,4.0,RGB-LWIR,0.916
743,250.0,noon,4.0,RGB-LWIR,0.322
744,300.0,noon,4.0,RGB-LWIR,0.409
745,350.0,noon,4.0,RGB-LWIR,0.135
746,400.0,noon,4.0,RGB-LWIR,0.293
747,50.0,pre-sunset,4.0,RGB-LWIR,0.905
748,100.0,pre-sunset,4.0,RGB-LWIR,0.67
749,150.0,pre-sunset,4.0,RGB-LWIR,0.576
750,200.0,pre-sunset,4.0,RGB-LWIR,0.749
751,250.0,pre-sunset,4.0,RGB-LWIR,0.656
752,300.0,pre-sunset,4.0,RGB-LWIR,0.359
753,350.0,pre-sunset,4.0,RGB-LWIR,0.295
754,400.0,pre-sunset,4.0,RGB-LWIR,0.333
755,50.0,post-sunset,4.0,RGB-LWIR,0.718
756,100.0,post-sunset,4.0,RGB-LWIR,0.837
757,150.0,post-sunset,4.0,RGB-LWIR,0.517
758,200.0,post-sunset,4.0,RGB-LWIR,0.318
759,250.0,post-sunset,4.0,RGB-LWIR,0.655
760,300.0,post-sunset,4.0,RGB-LWIR,0.307
761,350.0,post-sunset,4.0,RGB-LWIR,0.63
762,400.0,post-sunset,4.0,RGB-LWIR,0.276
763,50.0,pre-sunrise,5.0,RGB-LWIR,1.0
764,100.0,pre-sunrise,5.0,RGB-LWIR,0.251
765,150.0,pre-sunrise,5.0,RGB-LWIR,0.629
766,200.0,pre-sunrise,5.0,RGB-LWIR,0.0
767,250.0,pre-sunrise,5.0,RGB-LWIR,0.067
768,300.0,pre-sunrise,5.0,RGB-LWIR,0.307
769,350.0,pre-sunrise,5.0,RGB-LWIR,0.123
770,400.0,pre-sunrise,5.0,RGB-LWIR,0.0
771,50.0,post-sunrise,5.0,RGB-LWIR,0.549
772,100.0,post-sunrise,5.0,RGB-LWIR,0.672
773,150.0,post-sunrise,5.0,RGB-LWIR,0.672
774,200.0,post-sunrise,5.0,RGB-LWIR,0.872
775,250.0,post-sunrise,5.0,RGB-LWIR,0.63
776,300.0,post-sunrise,5.0,RGB-LWIR,0.0
777,350.0,post-sunrise,5.0,RGB-LWIR,0.205
778,400.0,post-sunrise,5.0,RGB-LWIR,0.247
779,50.0,noon,5.0,RGB-LWIR,0.703
780,100.0,noon,5.0,RGB-LWIR,0.999
781,150.0,noon,5.0,RGB-LWIR,0.668
782,200.0,noon,5.0,RGB-LWIR,0.813
783,250.0,noon,5.0,RGB-LWIR,0.057
784,300.0,noon,5.0,RGB-LWIR,0.42
785,350.0,noon,5.0,RGB-LWIR,0.135
786,400.0,noon,5.0,RGB-LWIR,0.213
787,50.0,pre-sunset,5.0,RGB-LWIR,0.671
788,100.0,pre-sunset,5.0,RGB-LWIR,0.949
789,150.0,pre-sunset,5.0,RGB-LWIR,0.684
790,200.0,pre-sunset,5.0,RGB-LWIR,0.749
791,250.0,pre-sunset,5.0,RGB-LWIR,0.535
792,300.0,pre-sunset,5.0,RGB-LWIR,0.507
793,350.0,pre-sunset,5.0,RGB-LWIR,0.402
794,400.0,pre-sunset,5.0,RGB-LWIR,0.293
795,50.0,post-sunset,5.0,RGB-LWIR,0.838
796,100.0,post-sunset,5.0,RGB-LWIR,1.0
797,150.0,post-sunset,5.0,RGB-LWIR,0.538
798,200.0,post-sunset,5.0,RGB-LWIR,0.487
799,250.0,post-sunset,5.0,RGB-LWIR,0.405
800,300.0,post-sunset,5.0,RGB-LWIR,0.352
801,350.0,post-sunset,5.0,RGB-LWIR,0.538
802,400.0,post-sunset,5.0,RGB-LWIR,0.12
803,,,,RGB-LWIR,
804,50.0,pre-sunrise,1.0,RGB,0.0
805,100.0,pre-sunrise,1.0,RGB,0.669
806,150.0,pre-sunrise,1.0,RGB,0.505
807,200.0,pre-sunrise,1.0,RGB,0.434
808,250.0,pre-sunrise,1.0,RGB,0.0
809,300.0,pre-sunrise,1.0,RGB,0.101
810,350.0,pre-sunrise,1.0,RGB,0.172
811,400.0,pre-sunrise,1.0,RGB,0.0
812,50.0,post-sunrise,1.0,RGB,0.999
813,100.0,post-sunrise,1.0,RGB,1.0
814,150.0,post-sunrise,1.0,RGB,0.997
815,200.0,post-sunrise,1.0,RGB,0.993
816,250.0,post-sunrise,1.0,RGB,0.842
817,300.0,post-sunrise,1.0,RGB,0.362
818,350.0,post-sunrise,1.0,RGB,0.291
819,400.0,post-sunrise,1.0,RGB,0.234
820,50.0,noon,1.0,RGB,0.732
821,100.0,noon,1.0,RGB,0.819
822,150.0,noon,1.0,RGB,0.924
823,200.0,noon,1.0,RGB,0.96
824,250.0,noon,1.0,RGB,0.75
825,300.0,noon,1.0,RGB,0.67
826,350.0,noon,1.0,RGB,0.636
827,400.0,noon,1.0,RGB,0.474
828,50.0,pre-sunset,1.0,RGB,0.783
829,100.0,pre-sunset,1.0,RGB,0.862
830,150.0,pre-sunset,1.0,RGB,1.0
831,200.0,pre-sunset,1.0,RGB,0.857
832,250.0,pre-sunset,1.0,RGB,0.62
833,300.0,pre-sunset,1.0,RGB,0.79
834,350.0,pre-sunset,1.0,RGB,0.686
835,400.0,pre-sunset,1.0,RGB,0.401
836,50.0,post-sunset,1.0,RGB,0.505
837,100.0,post-sunset,1.0,RGB,0.863
838,150.0,post-sunset,1.0,RGB,0.449
839,200.0,post-sunset,1.0,RGB,0.128
840,250.0,post-sunset,1.0,RGB,0.443
841,300.0,post-sunset,1.0,RGB,0.102
842,350.0,post-sunset,1.0,RGB,0.164
843,400.0,post-sunset,1.0,RGB,0.014
844,50.0,pre-sunrise,2.0,RGB,0.505
845,100.0,pre-sunrise,2.0,RGB,1.0
846,150.0,pre-sunrise,2.0,RGB,1.0
847,200.0,pre-sunrise,2.0,RGB,0.434
848,250.0,pre-sunrise,2.0,RGB,0.0
849,300.0,pre-sunrise,2.0,RGB,0.805
850,350.0,pre-sunrise,2.0,RGB,0.095
851,400.0,pre-sunrise,2.0,RGB,0.0
852,50.0,post-sunrise,2.0,RGB,1.0
853,100.0,post-sunrise,2.0,RGB,0.998
854,150.0,post-sunrise,2.0,RGB,0.998
855,200.0,post-sunrise,2.0,RGB,0.959
856,250.0,post-sunrise,2.0,RGB,1.0
857,300.0,post-sunrise,2.0,RGB,0.672
858,350.0,post-sunrise,2.0,RGB,0.405
859,400.0,post-sunrise,2.0,RGB,0.561
860,50.0,noon,2.0,RGB,0.823
861,100.0,noon,2.0,RGB,1.0
862,150.0,noon,2.0,RGB,1.0
863,200.0,noon,2.0,RGB,0.826
864,250.0,noon,2.0,RGB,0.869
865,300.0,noon,2.0,RGB,0.631
866,350.0,noon,2.0,RGB,0.757
867,400.0,noon,2.0,RGB,0.411
868,50.0,pre-sunset,2.0,RGB,0.689
869,100.0,pre-sunset,2.0,RGB,0.829
870,150.0,pre-sunset,2.0,RGB,0.999
871,200.0,pre-sunset,2.0,RGB,0.892
872,250.0,pre-sunset,2.0,RGB,0.747
873,300.0,pre-sunset,2.0,RGB,0.689
874,350.0,pre-sunset,2.0,RGB,0.559
875,400.0,pre-sunset,2.0,RGB,0.412
876,50.0,post-sunset,2.0,RGB,0.884
877,100.0,post-sunset,2.0,RGB,1.0
878,150.0,post-sunset,2.0,RGB,0.999
879,200.0,post-sunset,2.0,RGB,0.424
880,250.0,post-sunset,2.0,RGB,0.338
881,300.0,post-sunset,2.0,RGB,0.219
882,350.0,post-sunset,2.0,RGB,0.15
883,400.0,post-sunset,2.0,RGB,0.172
884,50.0,pre-sunrise,3.0,RGB,0.672
885,100.0,pre-sunrise,3.0,RGB,0.247
886,150.0,pre-sunrise,3.0,RGB,0.255
887,200.0,pre-sunrise,3.0,RGB,0.576
888,250.0,pre-sunrise,3.0,RGB,0.0
889,300.0,pre-sunrise,3.0,RGB,0.434
890,350.0,pre-sunrise,3.0,RGB,0.116
891,400.0,pre-sunrise,3.0,RGB,0.0
892,50.0,post-sunrise,3.0,RGB,0.998
893,100.0,post-sunrise,3.0,RGB,1.0
894,150.0,post-sunrise,3.0,RGB,0.999
895,200.0,post-sunrise,3.0,RGB,0.847
896,250.0,post-sunrise,3.0,RGB,0.661
897,300.0,post-sunrise,3.0,RGB,0.914
898,350.0,post-sunrise,3.0,RGB,0.315
899,400.0,post-sunrise,3.0,RGB,0.201
900,50.0,noon,3.0,RGB,0.46
901,100.0,noon,3.0,RGB,0.914
902,150.0,noon,3.0,RGB,0.908
903,200.0,noon,3.0,RGB,0.869
904,250.0,noon,3.0,RGB,0.869
905,300.0,noon,3.0,RGB,0.631
906,350.0,noon,3.0,RGB,0.468
907,400.0,noon,3.0,RGB,0.318
908,50.0,pre-sunset,3.0,RGB,0.769
909,100.0,pre-sunset,3.0,RGB,0.918
910,150.0,pre-sunset,3.0,RGB,0.853
911,200.0,pre-sunset,3.0,RGB,0.801
912,250.0,pre-sunset,3.0,RGB,0.731
913,300.0,pre-sunset,3.0,RGB,0.753
914,350.0,pre-sunset,3.0,RGB,0.468
915,400.0,pre-sunset,3.0,RGB,0.411
916,50.0,post-sunset,3.0,RGB,0.502
917,100.0,post-sunset,3.0,RGB,0.862
918,150.0,post-sunset,3.0,RGB,0.788
919,200.0,post-sunset,3.0,RGB,0.368
920,250.0,post-sunset,3.0,RGB,0.485
921,300.0,post-sunset,3.0,RGB,0.124
922,350.0,post-sunset,3.0,RGB,0.078
923,400.0,post-sunset,3.0,RGB,0.172
924,50.0,pre-sunrise,4.0,RGB,0.998
925,100.0,pre-sunrise,4.0,RGB,0.247
926,150.0,pre-sunrise,4.0,RGB,0.255
927,200.0,pre-sunrise,4.0,RGB,0.576
928,250.0,pre-sunrise,4.0,RGB,0.0
929,300.0,pre-sunrise,4.0,RGB,0.073
930,350.0,pre-sunrise,4.0,RGB,0.116
931,400.0,pre-sunrise,4.0,RGB,0.0
932,50.0,post-sunrise,4.0,RGB,1.0
933,100.0,post-sunrise,4.0,RGB,0.809
934,150.0,post-sunrise,4.0,RGB,0.999
935,200.0,post-sunrise,4.0,RGB,0.763
936,250.0,post-sunrise,4.0,RGB,1.0
937,300.0,post-sunrise,4.0,RGB,0.505
938,350.0,post-sunrise,4.0,RGB,0.672
939,400.0,post-sunrise,4.0,RGB,0.311
940,50.0,noon,4.0,RGB,0.543
941,100.0,noon,4.0,RGB,0.838
942,150.0,noon,4.0,RGB,0.608
943,200.0,noon,4.0,RGB,0.938
944,250.0,noon,4.0,RGB,0.728
945,300.0,noon,4.0,RGB,0.624
946,350.0,noon,4.0,RGB,0.283
947,400.0,noon,4.0,RGB,0.357
948,50.0,pre-sunset,4.0,RGB,1.0
949,100.0,pre-sunset,4.0,RGB,0.78
950,150.0,pre-sunset,4.0,RGB,0.959
951,200.0,pre-sunset,4.0,RGB,0.849
952,250.0,pre-sunset,4.0,RGB,0.731
953,300.0,pre-sunset,4.0,RGB,0.753
954,350.0,pre-sunset,4.0,RGB,0.494
955,400.0,pre-sunset,4.0,RGB,0.443
956,50.0,post-sunset,4.0,RGB,0.821
957,100.0,post-sunset,4.0,RGB,0.546
958,150.0,post-sunset,4.0,RGB,0.788
959,200.0,post-sunset,4.0,RGB,0.719
960,250.0,post-sunset,4.0,RGB,0.242
961,300.0,post-sunset,4.0,RGB,0.113
962,350.0,post-sunset,4.0,RGB,0.0
963,400.0,post-sunset,4.0,RGB,0.112
964,50.0,pre-sunrise,5.0,RGB,0.998
965,100.0,pre-sunrise,5.0,RGB,0.505
966,150.0,pre-sunrise,5.0,RGB,0.19
967,200.0,pre-sunrise,5.0,RGB,0.505
968,250.0,pre-sunrise,5.0,RGB,0.672
969,300.0,pre-sunrise,5.0,RGB,0.084
970,350.0,pre-sunrise,5.0,RGB,0.148
971,400.0,pre-sunrise,5.0,RGB,0.219
972,50.0,post-sunrise,5.0,RGB,0.6
973,100.0,post-sunrise,5.0,RGB,1.0
974,150.0,post-sunrise,5.0,RGB,1.0
975,200.0,post-sunrise,5.0,RGB,1.0
976,250.0,post-sunrise,5.0,RGB,0.738
977,300.0,post-sunrise,5.0,RGB,0.38
978,350.0,post-sunrise,5.0,RGB,0.203
979,400.0,post-sunrise,5.0,RGB,0.217
980,50.0,noon,5.0,RGB,0.774
981,100.0,noon,5.0,RGB,0.862
982,150.0,noon,5.0,RGB,0.919
983,200.0,noon,5.0,RGB,0.949
984,250.0,noon,5.0,RGB,0.703
985,300.0,noon,5.0,RGB,0.79
986,350.0,noon,5.0,RGB,0.627
